тоегд1,node,LINE_ID,X,Y,geometry
3920,512147,Orange_N,167567.3338,632338.3461,POINT (167567.333821 632338.3460520002)
3921,512147,Orange_S,167567.3338,632338.3461,POINT (167567.333821 632338.3460520002)
3922,512147,RedN,167567.3338,632338.3461,POINT (167567.333821 632338.3460520002)
3923,512147,RedS,167567.3338,632338.3461,POINT (167567.333821 632338.3460520002)
3924,512148,RedN,162051.0517,619787.9216,POINT (162051.051705 619787.9216150001)
3925,512148,RedS,162051.0517,619787.9216,POINT (162051.051705 619787.9216150001)
3926,512149,Orange_N,157942.2802,617240.3797,POINT (157942.28020285975 617240.3797072705)
3927,512149,Orange_S,157942.2802,617240.3797,POINT (157942.28020285975 617240.3797072705)
3928,512149,RedN,157942.2802,617240.3797,POINT (157942.28020285975 617240.3797072705)
3929,512149,RedS,157942.2802,617240.3797,POINT (157942.28020285975 617240.3797072705)
3930,512150,Light-Blue_S,180843.8139,644820.4453,POINT (180843.813949989 644820.445281979)
3931,512151,Light-Blue_S,181259.2131,645061.1818,POINT (181259.213126689 645061.181789365)
3932,512155,RedN,160668.7175,618962.4002,POINT (160668.71747100004 618962.4002479999)
3933,512155,RedS,160668.7175,618962.4002,POINT (160668.71747100004 618962.4002479999)
3934,512156,RedN,160137.6006,618967.1186,POINT (160137.60062500002 618967.118611)
3935,512156,RedS,160137.6006,618967.1186,POINT (160137.60062500002 618967.118611)
3936,512157,RedN,161929.7086,619326.703,POINT (161929.70858 619326.702997)
3937,512157,RedS,161929.7086,619326.703,POINT (161929.70858 619326.702997)
3938,512160,Light-Blue_S,181161.4008,645718.398,POINT (181161.400835365 645718.397963343)
3939,512161,Light-Blue_S,181664.3053,646425.7674,POINT (181664.305307211 646425.767399656)
3940,512161,Turquoise_S,181664.3053,646425.7674,POINT (181664.305307211 646425.767399656)
3941,512162,Light-Blue_S,178266.7856,643307.7301,POINT (178266.78561807817 643307.7300746879)
3942,512162,Turquoise_N,178266.7856,643307.7301,POINT (178266.78561807817 643307.7300746879)
3943,512162,Turquoise_S,178266.7856,643307.7301,POINT (178266.78561807817 643307.7300746879)
3944,512163,Orange_N,158539.3434,617652.5872,POINT (158539.34339999998 617652.5871979998)
3945,512163,Orange_S,158539.3434,617652.5872,POINT (158539.34339999998 617652.5871979998)
3946,512164,Orange_N,158979.4417,617899.5243,POINT (158979.441703 617899.5242570001)
3947,512164,Orange_S,158979.4417,617899.5243,POINT (158979.441703 617899.5242570001)
3948,512165,Orange_N,157537.7037,617028.7451,POINT (157537.70373 617028.7451449999)
3949,512165,Orange_S,157537.7037,617028.7451,POINT (157537.70373 617028.7451449999)
3950,512165,RedN,157537.7037,617028.7451,POINT (157537.70373 617028.7451449999)
3951,512165,RedS,157537.7037,617028.7451,POINT (157537.70373 617028.7451449999)
3952,512166,Orange_N,157175.6518,616506.9097,POINT (157175.65176199996 616506.909731)
3953,512166,Orange_S,157175.6518,616506.9097,POINT (157175.65176199996 616506.909731)
3954,512166,RedN,157175.6518,616506.9097,POINT (157175.65176199996 616506.909731)
3955,512166,RedS,157175.6518,616506.9097,POINT (157175.65176199996 616506.909731)
3956,512167,Orange_N,159728.7529,619476.7182,POINT (159728.75292468048 619476.7182221558)
3957,512167,Orange_S,159728.7529,619476.7182,POINT (159728.75292468048 619476.7182221558)
3958,512175,RedN,162039.2829,620185.2955,POINT (162039.28286634956 620185.2954918657)
3959,512175,RedS,162039.2829,620185.2955,POINT (162039.28286634956 620185.2954918657)
3960,512177,Orange_N,161741.2663,621111.5761,POINT (161741.26629954376 621111.5760841245)
3961,512177,Orange_S,161741.2663,621111.5761,POINT (161741.26629954376 621111.5760841245)
3962,512178,RedN,161916.4105,621616.4808,POINT (161916.4105492875 621616.4807935333)
3963,512178,RedS,161916.4105,621616.4808,POINT (161916.4105492875 621616.4807935333)
3964,512179,RedN,162044.6429,622022.8943,POINT (162044.64291900003 622022.8943099999)
3965,512179,RedS,162044.6429,622022.8943,POINT (162044.64291900003 622022.8943099999)
3966,512180,Orange_N,162562.9388,622704.0758,POINT (162562.938828 622704.075814)
3967,512180,Orange_S,162562.9388,622704.0758,POINT (162562.938828 622704.075814)
3968,512180,RedN,162562.9388,622704.0758,POINT (162562.938828 622704.075814)
3969,512180,RedS,162562.9388,622704.0758,POINT (162562.938828 622704.075814)
3970,512181,Orange_N,162996.7864,622840.2668,POINT (162996.786394 622840.2668150001)
3971,512181,Orange_S,162996.7864,622840.2668,POINT (162996.786394 622840.2668150001)
3972,512181,RedN,162996.7864,622840.2668,POINT (162996.786394 622840.2668150001)
3973,512181,RedS,162996.7864,622840.2668,POINT (162996.786394 622840.2668150001)
3974,512183,Orange_N,163485.5812,622908.0642,POINT (163485.58119099998 622908.06418)
3975,512183,Orange_S,163485.5812,622908.0642,POINT (163485.58119099998 622908.06418)
3976,512183,RedN,163485.5812,622908.0642,POINT (163485.58119099998 622908.06418)
3977,512183,RedS,163485.5812,622908.0642,POINT (163485.58119099998 622908.06418)
3978,512184,Orange_N,163800.639,623334.1864,POINT (163800.63897600002 623334.186383)
3979,512184,Orange_S,163800.639,623334.1864,POINT (163800.63897600002 623334.186383)
3980,512184,RedN,163800.639,623334.1864,POINT (163800.63897600002 623334.186383)
3981,512184,RedS,163800.639,623334.1864,POINT (163800.63897600002 623334.186383)
3982,512185,Orange_N,168096.1364,631645.4903,POINT (168096.13635699442 631645.4903199594)
3983,512185,Orange_S,168096.1364,631645.4903,POINT (168096.13635699442 631645.4903199594)
3984,512185,RedN,168096.1364,631645.4903,POINT (168096.13635699442 631645.4903199594)
3985,512185,RedS,168096.1364,631645.4903,POINT (168096.13635699442 631645.4903199594)
3986,512190,Orange_N,167139.0972,632577.3297,POINT (167139.09722700002 632577.329661)
3987,512190,Orange_S,167139.0972,632577.3297,POINT (167139.09722700002 632577.329661)
3988,512190,RedN,167139.0972,632577.3297,POINT (167139.09722700002 632577.329661)
3989,512190,RedS,167139.0972,632577.3297,POINT (167139.09722700002 632577.329661)
3990,512192,RedN,166562.4535,634215.192,POINT (166562.45349599994 634215.1920459999)
3991,512192,RedS,166562.4535,634215.192,POINT (166562.45349599994 634215.1920459999)
3992,512193,RedN,167003.1484,635067.1655,POINT (167003.148401 635067.165459)
3993,512193,RedS,167003.1484,635067.1655,POINT (167003.148401 635067.165459)
3994,512195,RedN,167728.4028,636276.5735,POINT (167728.402819 636276.57348)
3995,512195,RedS,167728.4028,636276.5735,POINT (167728.402819 636276.57348)
3996,512213,RedN,159167.5473,619156.6225,POINT (159167.54732300004 619156.6224999999)
3997,512213,RedS,159167.5473,619156.6225,POINT (159167.54732300004 619156.6224999999)
3998,512214,RedN,158636.3992,619252.4272,POINT (158636.39921299997 619252.4272260001)
3999,512214,RedS,158636.3992,619252.4272,POINT (158636.39921299997 619252.4272260001)
4000,512228,Turquoise_N,174704.957,639360.387,POINT (174704.956985 639360.387022)
4001,512230,Light-Blue_S,175694.2805,641443.8397,POINT (175694.28051131038 641443.8397285527)
4002,512231,Light-Blue_S,175879.4264,641011.8885,POINT (175879.4263621552 641011.8885403294)
4003,512232,Light-Blue_S,179410.8023,644140.3462,POINT (179410.80233605226 644140.346150748)
4004,512232,Turquoise_N,179410.8023,644140.3462,POINT (179410.80233605226 644140.346150748)
4005,512232,Turquoise_S,179410.8023,644140.3462,POINT (179410.80233605226 644140.346150748)
4006,512233,Light-Blue_S,179769.9728,644312.9088,POINT (179769.972768 644312.9088260002)
4007,512233,Turquoise_N,179769.9728,644312.9088,POINT (179769.972768 644312.9088260002)
4008,512233,Turquoise_S,179769.9728,644312.9088,POINT (179769.972768 644312.9088260002)
4009,512234,Turquoise_N,180373.9268,645021.3425,POINT (180373.926849 645021.342539)
4010,512234,Turquoise_S,180373.9268,645021.3425,POINT (180373.926849 645021.342539)
4011,512235,Turquoise_N,180477.9803,645700.7649,POINT (180477.9802751363 645700.7649055825)
4012,512235,Turquoise_S,180477.9803,645700.7649,POINT (180477.9802751363 645700.7649055825)
4013,512236,Turquoise_N,180910.7438,646157.298,POINT (180910.74377890225 646157.2979764985)
4014,512236,Turquoise_S,180910.7438,646157.298,POINT (180910.74377890225 646157.2979764985)
4015,512237,Light-Blue_S,175763.3131,642129.8639,POINT (175763.31308599998 642129.8639410001)
4016,512238,Light-Blue_S,175520.4891,642438.3487,POINT (175520.48905499998 642438.3487340001)
4017,512240,Light-Blue_S,175107.2003,642630.0976,POINT (175107.20033954913 642630.0976399909)
4018,512241,Light-Blue_S,174987.1961,643596.6565,POINT (174987.19607111884 643596.6565068775)
4019,512242,Light-Blue_S,174982.8007,644080.8258,POINT (174982.80068661465 644080.8257850882)
4020,512249,Light-Blue_S,174862.3358,643046.4426,POINT (174862.33575816912 643046.4425879122)
4021,512267,Turquoise_N,174937.0562,639596.6151,POINT (174937.05615611587 639596.6151192512)
4022,512267,Turquoise_S,174937.0562,639596.6151,POINT (174937.05615611587 639596.6151192512)
4023,512268,Turquoise_N,175420.1138,640217.7429,POINT (175420.11376352562 640217.74285096)
4024,512268,Turquoise_S,175420.1138,640217.7429,POINT (175420.11376352562 640217.74285096)
4025,512269,RedS,168625.0708,636722.5884,POINT (168625.070782402 636722.588357645)
4026,512270,RedN,168253.0805,636500.776,POINT (168253.080463138 636500.775989117)
4027,512270,RedS,168253.0805,636500.776,POINT (168253.080463138 636500.775989117)
4028,512272,Orange_N,168597.3182,630032.8874,POINT (168597.31822695272 630032.8874224154)
4029,512272,Orange_S,168597.3182,630032.8874,POINT (168597.31822695272 630032.8874224154)
4030,512272,RedN,168597.3182,630032.8874,POINT (168597.31822695272 630032.8874224154)
4031,512272,RedS,168597.3182,630032.8874,POINT (168597.31822695272 630032.8874224154)
4032,512273,Orange_N,168189.4386,629114.2052,POINT (168189.43864951673 629114.2052377864)
4033,512273,Orange_S,168189.4386,629114.2052,POINT (168189.43864951673 629114.2052377864)
4034,512273,RedN,168189.4386,629114.2052,POINT (168189.43864951673 629114.2052377864)
4035,512273,RedS,168189.4386,629114.2052,POINT (168189.43864951673 629114.2052377864)
4036,512274,Orange_N,166549.8923,627843.2841,POINT (166549.89233363312 627843.2840572157)
4037,512274,Orange_S,166549.8923,627843.2841,POINT (166549.89233363312 627843.2840572157)
4038,512274,RedN,166549.8923,627843.2841,POINT (166549.89233363312 627843.2840572157)
4039,512274,RedS,166549.8923,627843.2841,POINT (166549.89233363312 627843.2840572157)
4040,512275,Orange_N,162475.542,621269.7581,POINT (162475.54197349976 621269.7580978373)
4041,512275,Orange_S,162475.542,621269.7581,POINT (162475.54197349976 621269.7580978373)
4042,512275,RedN,162475.542,621269.7581,POINT (162475.54197349976 621269.7580978373)
4043,512275,RedS,162475.542,621269.7581,POINT (162475.54197349976 621269.7580978373)
4044,512276,RedN,162261.2289,621483.9477,POINT (162261.2289391453 621483.9476973742)
4045,512276,RedS,162261.2289,621483.9477,POINT (162261.2289391453 621483.9476973742)
4046,512278,RedN,162272.3653,620395.6758,POINT (162272.3652508075 620395.675818447)
4047,512278,RedS,162272.3653,620395.6758,POINT (162272.3652508075 620395.675818447)
4048,512279,RedN,158624.96,618993.347,POINT (158624.96003640714 618993.3470194192)
4049,512279,RedS,158624.96,618993.347,POINT (158624.96003640714 618993.3470194192)
4050,512280,RedN,158429.0226,618535.0417,POINT (158429.02263644387 618535.041699454)
4051,512280,RedS,158429.0226,618535.0417,POINT (158429.02263644387 618535.041699454)
4052,512281,RedN,157897.1154,618146.9126,POINT (157897.115398414 618146.91259554)
4053,512281,RedS,157897.1154,618146.9126,POINT (157897.115398414 618146.91259554)
4054,512282,RedN,158063.3579,617816.8603,POINT (158063.3579187367 617816.8603281247)
4055,512282,RedS,158063.3579,617816.8603,POINT (158063.3579187367 617816.8603281247)
4056,512283,Orange_N,158263.9702,617431.5775,POINT (158263.97015666 617431.577497531)
4057,512283,Orange_S,158263.9702,617431.5775,POINT (158263.97015666 617431.577497531)
4058,512283,RedN,158263.9702,617431.5775,POINT (158263.97015666 617431.577497531)
4059,512283,RedS,158263.9702,617431.5775,POINT (158263.97015666 617431.577497531)
4060,512284,Orange_N,157143.603,615823.4253,POINT (157143.6030397222 615823.4253220756)
4061,512284,Orange_S,157143.603,615823.4253,POINT (157143.6030397222 615823.4253220756)
4062,512284,RedN,157143.603,615823.4253,POINT (157143.6030397222 615823.4253220756)
4063,512284,RedS,157143.603,615823.4253,POINT (157143.6030397222 615823.4253220756)
4064,512285,Orange_N,158536.3153,615647.9996,POINT (158536.3153198709 615647.9995673373)
4065,512285,RedN,158536.3153,615647.9996,POINT (158536.3153198709 615647.9995673373)
4066,512286,Orange_S,166003.9396,633428.4834,POINT (166003.93957812787 633428.4834092995)
4067,512288,Orange_N,162559.6293,621726.2816,POINT (162559.629346546 621726.281632899)
4068,512288,Orange_S,162559.6293,621726.2816,POINT (162559.629346546 621726.281632899)
4069,512289,Orange_N,162478.8126,622138.0119,POINT (162478.812645346 622138.011938585)
4070,512289,Orange_S,162478.8126,622138.0119,POINT (162478.812645346 622138.011938585)
4071,51006,LRT10,221854.4309,635734.1979,POINT (221854.4309 635734.1979)
4072,51007,LRT10,222136.8319,635379.7362,POINT (222136.8319 635379.7362)
4073,51009,LRT10,222277.6546,634749.4966,POINT (222277.6546 634749.4966)
4074,51010,LRT10,222068.2869,634041.8656,POINT (222068.2869 634041.8656)
4075,51012,LRT10,221528.1936,633366.9097,POINT (221528.1936 633366.9097)
4076,51013,LRT10,221605.1938,632620.9821,POINT (221605.1938 632620.9821)
4077,51014,LRT10,221673.3835,632192.2709,POINT (221673.3835 632192.2709)
4078,51018,LRT9,220766.0895,632246.2303,POINT (220766.0895 632246.2303)
4079,51019,LRT9,220473.9714,632431.6272,POINT (220473.9714 632431.6272)
4080,51020,LRT9,220115.1767,632591.4181,POINT (220115.1767 632591.4181)
4081,51021,LRT9,219688.9636,632791.8999,POINT (219688.9636 632791.8999)
4082,51022,LRT9,219277.3891,632862.3853,POINT (219277.3891 632862.3853)
4083,51103,LRT9,219097.941,632458.8069,POINT (219097.941 632458.8069)
4084,51211,LRT10,221729.6307,637424.3495,POINT (221729.6307 637424.3495)
4085,51212,LRT10,221677.974,637831.0482,POINT (221677.974 637831.0482)
4086,51213,LRT10,221839.1809,638373.5803,POINT (221839.1809 638373.5803)
4087,51216,LRT10,221568.1315,638801.832,POINT (221568.1315 638801.832)
4088,51218,LRT10,221120.5442,639613.5473,POINT (221120.5442 639613.5473)
4089,51220,LRT10,221246.8344,639286.7353,POINT (221246.8344 639286.7353)
4090,51221,LRT10,220579.7418,640329.1651,POINT (220579.7418 640329.1651)
4091,51224,LRT10,221462.5977,640997.1936,POINT (221462.5977 640997.1936)
4092,51225,LRT10,220581.1381,640820.7411,POINT (220581.1381 640820.7411)
4093,51231,LRT9,221503.9078,631540.0449,POINT (221503.9078 631540.0449)
4094,51233,LRT9,222219.455,631286.8532,POINT (222219.455 631286.8532)
4095,51236,LRT9,219213.8536,632045.5911,POINT (219213.8536 632045.5911)
4096,51237,LRT9,219376.2023,631615.6953,POINT (219376.2023 631615.6953)
4097,51238,LRT9,219472.2991,631283.5896,POINT (219472.2991 631283.5896)
4098,51272,LRT10,222310.632,632308.854,POINT (222310.632 632308.854)
4099,51276,LRT10,221663.342,636612.9988,POINT (221663.342 636612.9988)
4100,50113,LRT31,220916.3301,627803.3756,POINT (220916.3301 627803.3756)
4101,50114,LRT31,221509.0428,627653.7951,POINT (221509.0428 627653.7951)
4102,50115,LRT31,222200.434,627700.4723,POINT (222200.434 627700.4723)
4103,50117,LRT31,222313.8164,628544.381,POINT (222313.8164 628544.381)
4104,50118,LRT31,222313.8164,628544.381,POINT (222313.8164 628544.381)
4105,51001,LRT11,222667.6785,637351.8944,POINT (222667.6785 637351.8944)
4106,51001,LRT51,222667.6785,637351.8944,POINT (222667.6785 637351.8944)
4107,51002,LRT11,222840.256,637035.3864,POINT (222840.256 637035.3864)
4108,51002,LRT51,222840.256,637035.3864,POINT (222840.256 637035.3864)
4109,51003,LRT11,222595.5114,636770.0943,POINT (222595.5114 636770.0943)
4110,51003,LRT51,222595.5114,636770.0943,POINT (222595.5114 636770.0943)
4111,51004,LRT11,222754.3023,636285.716,POINT (222754.3023 636285.716)
4112,51004,LRT51,222754.3023,636285.716,POINT (222754.3023 636285.716)
4113,51005,LRT11,221790.1412,636334.4803,POINT (221790.1412 636334.4803)
4114,51005,LRT51,221790.1412,636334.4803,POINT (221790.1412 636334.4803)
4115,51006,LRT11,221854.4309,635734.1979,POINT (221854.4309 635734.1979)
4116,51006,LRT51,221854.4309,635734.1979,POINT (221854.4309 635734.1979)
4117,51007,LRT11,222136.8319,635379.7362,POINT (222136.8319 635379.7362)
4118,51007,LRT51,222136.8319,635379.7362,POINT (222136.8319 635379.7362)
4119,51009,LRT11,222277.6546,634749.4966,POINT (222277.6546 634749.4966)
4120,51009,LRT51,222277.6546,634749.4966,POINT (222277.6546 634749.4966)
4121,51010,LRT11,222068.2869,634041.8656,POINT (222068.2869 634041.8656)
4122,51010,LRT51,222068.2869,634041.8656,POINT (222068.2869 634041.8656)
4123,51012,LRT11,221528.1936,633366.9097,POINT (221528.1936 633366.9097)
4124,51013,LRT11,221605.1938,632620.9821,POINT (221605.1938 632620.9821)
4125,51014,LRT11,221673.3835,632192.2709,POINT (221673.3835 632192.2709)
4126,51014,LRT31,221673.3835,632192.2709,POINT (221673.3835 632192.2709)
4127,51015,LRT71,219743.7859,628858.3081,POINT (219743.7859 628858.3081)
4128,51015,LRT31,219743.7859,628858.3081,POINT (219743.7859 628858.3081)
4129,51016,LRT11,221306.4251,631880.9309,POINT (221306.4251 631880.9309)
4130,51016,LRT31,221306.4251,631880.9309,POINT (221306.4251 631880.9309)
4131,51018,LRT11,220766.0895,632246.2303,POINT (220766.0895 632246.2303)
4132,51018,LRT31,220766.0895,632246.2303,POINT (220766.0895 632246.2303)
4133,51019,LRT11,220473.9714,632431.6272,POINT (220473.9714 632431.6272)
4134,51019,LRT31,220473.9714,632431.6272,POINT (220473.9714 632431.6272)
4135,51020,LRT11,220115.1767,632591.4181,POINT (220115.1767 632591.4181)
4136,51020,LRT31,220115.1767,632591.4181,POINT (220115.1767 632591.4181)
4137,51021,LRT11,219688.9636,632791.8999,POINT (219688.9636 632791.8999)
4138,51021,LRT21,219688.9636,632791.8999,POINT (219688.9636 632791.8999)
4139,51021,LRT31,219688.9636,632791.8999,POINT (219688.9636 632791.8999)
4140,51022,LRT11,219277.3891,632862.3853,POINT (219277.3891 632862.3853)
4141,51022,LRT21,219277.3891,632862.3853,POINT (219277.3891 632862.3853)
4142,51023,LRT11,218858.2394,632613.6542,POINT (218858.2394 632613.6542)
4143,51023,LRT21,218858.2394,632613.6542,POINT (218858.2394 632613.6542)
4144,51024,LRT71,220041.7877,628696.3477,POINT (220041.7877 628696.3477)
4145,51024,LRT31,220041.7877,628696.3477,POINT (220041.7877 628696.3477)
4146,51025,LRT11,218225.3744,632232.9224,POINT (218225.3744 632232.9224)
4147,51025,LRT21,218225.3744,632232.9224,POINT (218225.3744 632232.9224)
4148,51026,LRT11,217926.556,631990.1863,POINT (217926.556 631990.1863)
4149,51026,LRT21,217926.556,631990.1863,POINT (217926.556 631990.1863)
4150,51027,LRT11,217608.2954,631580.6006,POINT (217608.2954 631580.6006)
4151,51027,LRT21,217608.2954,631580.6006,POINT (217608.2954 631580.6006)
4152,51028,LRT11,217285.1545,630909.0808,POINT (217285.1545 630909.0808)
4153,51028,LRT21,217285.1545,630909.0808,POINT (217285.1545 630909.0808)
4154,51030,LRT71,221427.1071,633666.8424,POINT (221427.1071 633666.8424)
4155,51032,LRT11,222844.862,638689.0426,POINT (222844.862 638689.0426)
4156,51032,LRT51,222844.862,638689.0426,POINT (222844.862 638689.0426)
4157,51033,LRT11,215238.824,629378.6201,POINT (215238.824 629378.6201)
4158,51033,LRT21,215238.824,629378.6201,POINT (215238.824 629378.6201)
4159,51033,LRT81,215238.824,629378.6201,POINT (215238.824 629378.6201)
4160,51034,LRT11,215238.824,629378.6201,POINT (215238.824 629378.6201)
4161,51034,LRT21,215238.824,629378.6201,POINT (215238.824 629378.6201)
4162,51034,LRT81,215238.824,629378.6201,POINT (215238.824 629378.6201)
4163,51035,LRT11,215238.824,629378.6201,POINT (215238.824 629378.6201)
4164,51035,LRT21,215238.824,629378.6201,POINT (215238.824 629378.6201)
4165,51035,LRT81,215238.824,629378.6201,POINT (215238.824 629378.6201)
4166,51036,LRT41,222826.9616,633763.1543,POINT (222826.9616 633763.1543)
4167,51036,LRT71,222826.9616,633763.1543,POINT (222826.9616 633763.1543)
4168,51038,LRT41,223155.955,633358.5783,POINT (223155.955 633358.5783)
4169,51038,LRT71,223155.955,633358.5783,POINT (223155.955 633358.5783)
4170,51039,LRT61,218646.2403,626692.0688,POINT (218646.2403 626692.0688)
4171,51040,LRT81,216670.6902,629854.4926,POINT (216670.6902 629854.4926)
4172,51042,LRT81,217283.0994,629438.3395,POINT (217283.0994 629438.3395)
4173,51043,LRT81,217055.6073,628798.6439,POINT (217055.6073 628798.6439)
4174,51048,LRT81,219144.7879,629244.6249,POINT (219144.7879 629244.6249)
4175,51049,LRT81,219491.9548,629267.4068,POINT (219491.9548 629267.4068)
4176,51050,LRT81,219993.7269,629617.4442,POINT (219993.7269 629617.4442)
4177,51051,LRT71,220477.3558,629534.1064,POINT (220477.3558 629534.1064)
4178,51051,LRT81,220477.3558,629534.1064,POINT (220477.3558 629534.1064)
4179,51052,LRT41,221543.9034,633942.4561,POINT (221543.9034 633942.4561)
4180,51052,LRT51,221543.9034,633942.4561,POINT (221543.9034 633942.4561)
4181,51052,LRT71,221543.9034,633942.4561,POINT (221543.9034 633942.4561)
4182,51053,LRT81,220623.9692,628652.8022,POINT (220623.9692 628652.8022)
4183,51053,LRT31,220623.9692,628652.8022,POINT (220623.9692 628652.8022)
4184,51055,LRT81,217646.8639,628517.6118,POINT (217646.8639 628517.6118)
4185,51056,LRT11,215238.824,629378.6201,POINT (215238.824 629378.6201)
4186,51056,LRT21,215238.824,629378.6201,POINT (215238.824 629378.6201)
4187,51056,LRT81,215238.824,629378.6201,POINT (215238.824 629378.6201)
4188,51100,LRT51,218633.1908,632765.0626,POINT (218633.1908 632765.0626)
4189,51100,LRT31,218633.1908,632765.0626,POINT (218633.1908 632765.0626)
4190,51101,LRT51,217986.696,632766.3855,POINT (217986.696 632766.3855)
4191,51101,LRT31,217986.696,632766.3855,POINT (217986.696 632766.3855)
4192,51103,LRT41,219097.941,632458.8069,POINT (219097.941 632458.8069)
4193,51103,LRT31,219097.941,632458.8069,POINT (219097.941 632458.8069)
4194,51103,LRT31,219097.941,632458.8069,POINT (219097.941 632458.8069)
4195,51104,LRT41,218371.0931,626508.2988,POINT (218371.0931 626508.2988)
4196,51104,LRT61,218371.0931,626508.2988,POINT (218371.0931 626508.2988)
4197,51106,LRT61,220661.1561,632190.1368,POINT (220661.1561 632190.1368)
4198,51106,LRT71,220661.1561,632190.1368,POINT (220661.1561 632190.1368)
4199,51107,LRT61,220806.8314,632730.2013,POINT (220806.8314 632730.2013)
4200,51107,LRT71,220806.8314,632730.2013,POINT (220806.8314 632730.2013)
4201,51108,LRT61,218525.5714,636178.8371,POINT (218525.5714 636178.8371)
4202,51109,LRT61,217993.1609,636813.2111,POINT (217993.1609 636813.2111)
4203,51110,LRT31,217902.9481,628912.5213,POINT (217902.9481 628912.5213)
4204,51110,LRT71,217902.9481,628912.5213,POINT (217902.9481 628912.5213)
4205,51110,LRT81,217902.9481,628912.5213,POINT (217902.9481 628912.5213)
4206,51111,LRT31,218340.0342,628809.812,POINT (218340.0342 628809.812)
4207,51111,LRT71,218340.0342,628809.812,POINT (218340.0342 628809.812)
4208,51111,LRT81,218340.0342,628809.812,POINT (218340.0342 628809.812)
4209,51112,LRT11,215238.824,629378.6201,POINT (215238.824 629378.6201)
4210,51112,LRT21,215238.824,629378.6201,POINT (215238.824 629378.6201)
4211,51112,LRT81,215238.824,629378.6201,POINT (215238.824 629378.6201)
4212,51114,LRT31,217646.8639,628517.6118,POINT (217646.8639 628517.6118)
4213,51114,LRT71,217646.8639,628517.6118,POINT (217646.8639 628517.6118)
4214,51114,LRT81,217646.8639,628517.6118,POINT (217646.8639 628517.6118)
4215,51115,LRT11,214412.1176,630165.8881,POINT (214412.1176 630165.8881)
4216,51115,LRT81,214412.1176,630165.8881,POINT (214412.1176 630165.8881)
4217,51117,LRT11,214078.3694,630241.3179,POINT (214078.3694 630241.3179)
4218,51117,LRT81,214078.3694,630241.3179,POINT (214078.3694 630241.3179)
4219,51119,LRT41,218527.8091,626770.4624,POINT (218527.8091 626770.4624)
4220,51120,LRT41,217243.0284,627421.8661,POINT (217243.0284 627421.8661)
4221,51120,LRT61,217243.0284,627421.8661,POINT (217243.0284 627421.8661)
4222,51121,LRT41,217307.4512,627200.1749,POINT (217307.4512 627200.1749)
4223,51121,LRT61,217307.4512,627200.1749,POINT (217307.4512 627200.1749)
4224,51122,LRT41,217321.7928,626827.049,POINT (217321.7928 626827.049)
4225,51122,LRT61,217321.7928,626827.049,POINT (217321.7928 626827.049)
4226,51123,LRT41,217677.8958,626657.3393,POINT (217677.8958 626657.3393)
4227,51123,LRT61,217677.8958,626657.3393,POINT (217677.8958 626657.3393)
4228,51124,LRT41,217218.2379,626775.2895,POINT (217218.2379 626775.2895)
4229,51124,LRT61,217218.2379,626775.2895,POINT (217218.2379 626775.2895)
4230,51125,LRT41,217967.3383,626496.4142,POINT (217967.3383 626496.4142)
4231,51125,LRT61,217967.3383,626496.4142,POINT (217967.3383 626496.4142)
4232,51127,LRT11,216913.0475,630681.5625,POINT (216913.0475 630681.5625)
4233,51127,LRT21,216913.0475,630681.5625,POINT (216913.0475 630681.5625)
4234,51128,LRT11,216611.4224,630483.8463,POINT (216611.4224 630483.8463)
4235,51128,LRT21,216611.4224,630483.8463,POINT (216611.4224 630483.8463)
4236,51129,LRT11,216334.6361,629925.1281,POINT (216334.6361 629925.1281)
4237,51129,LRT21,216334.6361,629925.1281,POINT (216334.6361 629925.1281)
4238,51129,LRT81,216334.6361,629925.1281,POINT (216334.6361 629925.1281)
4239,51130,LRT11,216008.0005,629693.7168,POINT (216008.0005 629693.7168)
4240,51130,LRT21,216008.0005,629693.7168,POINT (216008.0005 629693.7168)
4241,51130,LRT81,216008.0005,629693.7168,POINT (216008.0005 629693.7168)
4242,51131,LRT11,215635.7519,629709.0358,POINT (215635.7519 629709.0358)
4243,51131,LRT21,215635.7519,629709.0358,POINT (215635.7519 629709.0358)
4244,51131,LRT81,215635.7519,629709.0358,POINT (215635.7519 629709.0358)
4245,51132,LRT51,217620.3003,632770.0367,POINT (217620.3003 632770.0367)
4246,51132,LRT31,217620.3003,632770.0367,POINT (217620.3003 632770.0367)
4247,51133,LRT51,217268.5096,632730.9842,POINT (217268.5096 632730.9842)
4248,51133,LRT31,217268.5096,632730.9842,POINT (217268.5096 632730.9842)
4249,51134,LRT61,220842.9603,628657.5158,POINT (220842.9603 628657.5158)
4250,51135,LRT61,221011.4066,629094.6947,POINT (221011.4066 629094.6947)
4251,51136,LRT41,218940.3621,628862.974,POINT (218940.3621 628862.974)
4252,51136,LRT31,218940.3621,628862.974,POINT (218940.3621 628862.974)
4253,51136,LRT71,218940.3621,628862.974,POINT (218940.3621 628862.974)
4254,51136,LRT81,218940.3621,628862.974,POINT (218940.3621 628862.974)
4255,51138,LRT71,219279.241,628737.6193,POINT (219279.241 628737.6193)
4256,51138,LRT31,219279.241,628737.6193,POINT (219279.241 628737.6193)
4257,51141,LRT41,218867.1808,628319.207,POINT (218867.1808 628319.207)
4258,51142,LRT41,218940.3621,628862.974,POINT (218940.3621 628862.974)
